ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Street Customs,https://reelgood.com/show/street-customs-2007,6.4,36.0,"['Documentary', 'Reality', 'Sport']",Rated: 7+ (TV-PG),2007 - 2009,4 Seasons,Series Ended,,Country: America
Harvey Street Kids,https://reelgood.com/show/harvey-street-kids-2018,6.2,36.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),2018 - Present,4 Seasons,Returning: Date TBA,['Netflix'],
60 Minutes Sports,https://reelgood.com/show/60-minutes-sports-2013,6.8,36.0,"['Documentary', 'Sport']",Rated: 14+ (TV-14),2013 - Present,5 Seasons,Returning: Date TBA,['Showtime'],Country: America
Home Alone,https://reelgood.com/show/home-alone-2017,7.0,36.0,"['Crime', 'Documentary', 'Mystery']",Rated: 14+ (TV-14),2017 - Present,2 Seasons,Returning: Date TBA,,
Mighty Cruise Ships,https://reelgood.com/show/mighty-cruise-ships-2014,7.6,34.0,['Documentary'],Rated: All (TV-G),2014 - Present,3 Seasons,Returning: Date TBA,"['fuboTV', 'CBS All Access']",
The Perfect Insider,https://reelgood.com/show/the-perfect-insider-2014,,17.0,,,2015 - Present,1 Season,Returning: Date TBA,"['fuboTV', 'CBS All Access']",
The Perfect Insider,https://reelgood.com/show/the-perfect-insider-2014,7.3,36.0,"['Crime', 'Drama', 'Mystery']",,2014 - 2014,1 Season,Series Ended,"['fuboTV', 'CBS All Access']",Country: Japan
Leah Remini: It's All Relative,https://reelgood.com/show/leah-remini-its-all-relative-2014,6.9,36.0,['Reality'],Rated: 14+ (TV-14),2014 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Great Yellowstone Thaw,https://reelgood.com/show/great-yellowstone-thaw-2017,7.7,35.0,['Documentary'],Rated: 7+ (TV-PG),2017 - 2017,1 Season,Series Ended,['Hoopla'],
The Fashion Hero,https://reelgood.com/show/the-fashion-hero-2017,7.6,36.0,['Reality'],,2017 - Present,1 Season,Returning: Date TBA,,
Redwood Kings,https://reelgood.com/show/redwood-kings-2013,7.2,34.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2013 - Present,2 Seasons,Returning: Date TBA,,
Sherri,https://reelgood.com/show/sherri-2009,6.0,36.0,['Comedy'],,2009 - 2009,1 Season,Series Ended,,Country: America
In Julia's Kitchen with Master Chefs,https://reelgood.com/show/in-julias-kitchen-with-master-chefs-1995,7.8,36.0,"['Documentary', 'Family', 'Food']",Rated: All (TV-G),1995 - 1994,1 Season,Series Ended,,
Last Chance High,https://reelgood.com/show/last-chance-high-2017,7.5,36.0,"['Documentary', 'Reality']",,2017 - Present,1 Season,Returning: Date TBA,,
Cosmic Vistas,https://reelgood.com/show/cosmic-vistas-2009,8.5,32.0,['Documentary'],,2009 - 2007,2 Seasons,Series Ended,['Prime Video'],
D.C. Follies,https://reelgood.com/show/dc-follies-1987,7.6,36.0,"['Comedy', 'Family']",,1987 - 1989,2 Seasons,Series Ended,,
Psychic Investigators,https://reelgood.com/show/psychic-investigators-2009,7.3,36.0,"['Crime', 'Documentary', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),2006 - 2009,3 Seasons,Series Ended,['Prime Video'],
Tool Academy,https://reelgood.com/show/tool-academy-2009,4.2,37.0,"['Game Show', 'Reality']",Rated: 14+ (TV-14),2009 - 2010,3 Seasons,Series Ended,,
Dogstar,https://reelgood.com/show/dogstar-2006,7.1,36.0,"['Animation', 'Children', 'Fantasy', 'Science-Fiction']",,2006 - 2014,1 Season,Series Ended,,Country: Australia
Pound House,https://reelgood.com/show/pound-house-2013,8.2,36.0,['Comedy'],,2013 - 2016,3 Seasons,Series Ended,['Prime Video'],
Long Lost Family: What Happened Next,https://reelgood.com/show/long-lost-family-what-happened-next-2017,,35.0,,,2017 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
Flip It Like Disick,https://reelgood.com/show/flip-it-like-disick-2019,5.5,36.0,"['Documentary', 'Reality']",,2019 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Clean Break,https://reelgood.com/show/clean-break-2015,6.4,38.0,"['Crime', 'Drama']",,2015 - 2012,1 Season,Series Ended,,
Bottersnikes & Gumbles,https://reelgood.com/show/bottersnikes-gumbles-2016,5.1,36.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),2016 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
The Devil Speaks,https://reelgood.com/show/the-devil-speaks-2018,7.3,36.0,"['Crime', 'Documentary', 'Drama']",Rated: 14+ (TV-14),2018 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Mixels,https://reelgood.com/show/mixels-2014,3.5,35.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Fantasy']",Rated: 7+ (TV-PG),2014 - 2016,3 Seasons,Series Ended,['fuboTV'],
TKO: Total Knock Out,https://reelgood.com/show/tko-total-knock-out-2018,4.0,36.0,"['Action & Adventure', 'Comedy', 'Game Show', 'Reality']",Rated: 7+ (TV-PG),2018 - Present,1 Season,Returning: Date TBA,,Country: America
Blood and Glory: The Civil War in Color,https://reelgood.com/show/blood-and-glory-the-civil-war-in-color-2015,7.7,36.0,['Documentary'],,2015 - Present,1 Season,Returning: Date TBA,['Hoopla'],
Renaissance Unchained,https://reelgood.com/show/renaissance-unchained-2016,8.4,36.0,['Documentary'],,2016 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Mysteria Friends,https://reelgood.com/show/mysteria-friends-2019,5.8,37.0,"['Action & Adventure', 'Animation', 'Anime', 'Fantasy', 'Science-Fiction']",,2019 - Present,1 Season,Returning: Date TBA,['Crunchyroll'],Country: Japan
Twisted (US),https://reelgood.com/show/twisted-us-2010,8.1,36.0,"['Crime', 'Documentary']",Rated: 14+ (TV-14),2010 - 2018,8 Seasons,Series Ended,,
Alaska Monsters,https://reelgood.com/show/alaska-monsters-2014,3.0,37.0,"['Action & Adventure', 'Documentary', 'Reality']",Rated: 14+ (TV-14),2014 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],Country: America
Beat the Clock,https://reelgood.com/show/beat-the-clock-1979,6.7,36.0,"['Family', 'Game Show']",,1979 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Beat the Clock,https://reelgood.com/show/beat-the-clock-1979,,31.0,['Game Show'],,2018 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Life on Fire,https://reelgood.com/show/life-on-fire-2010,8.3,36.0,['Documentary'],,2010 - 2012,1 Season,Series Ended,"['Prime Video', 'HBO', 'HBO MAX']",
The Extreme Cake Makers,https://reelgood.com/show/extreme-cake-makers-2017,8.1,36.0,"['Food', 'Reality']",,2018 - Present,4 Seasons,Returning: Date TBA,,
Tayee,https://reelgood.com/show/tayee,8.1,36.0,['Drama'],,2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Payday,https://reelgood.com/show/payday-2016,7.3,36.0,"['Documentary', 'Reality']",Rated: 18+ (TV-MA),2016 - Present,1 Season,Returning: Date TBA,['Netflix'],
Cowboy Builders,https://reelgood.com/show/cowboy-builders-2009,6.6,36.0,"['Documentary', 'Home & Garden', 'Reality']",,2009 - Present,11 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",
I Have a Script,https://reelgood.com/show/i-have-a-script-2019,,36.0,"['Comedy', 'Drama']",Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Real Story with Maria Elena Salinas,https://reelgood.com/show/the-real-story-with-maria-elena-salinas-2017,7.4,36.0,"['Crime', 'Documentary', 'Drama']",Rated: 14+ (TV-14),2017 - Present,2 Seasons,Returning: Date TBA,,
Alaska's Grizzly Gauntlet,https://reelgood.com/show/alaskas-grizzly-gauntlet-2018,7.4,36.0,['Documentary'],,2018 - Present,1 Season,Returning: Date TBA,['Disney+'],
Dimension High School,https://reelgood.com/show/dimension-high-school-2019,,36.0,"['Animation', 'Anime', 'Mystery']",,2019 - Present,1 Season,Returning: Date TBA,['Crunchyroll'],
Give,https://reelgood.com/show/give-2016,9.1,36.0,,,2016 - Present,2 Seasons,Returning: Date TBA,['Crunchyroll'],
Dennis & Gnasher Unleashed!,https://reelgood.com/show/dennis-gnasher-unleashed-2017,7.1,36.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",,2017 - Present,1 Season,Returning: Date TBA,['Netflix'],
Til Death Do Us Part,https://reelgood.com/show/til-death-do-us-part-2019,6.5,35.0,['Mystery'],,2019 - Present,1 Season,Returning: Date TBA,"['Hulu', 'fuboTV']",
The Cromarties,https://reelgood.com/show/the-cromarties-2017,6.1,36.0,"['Comedy', 'Documentary', 'Reality']",Rated: 7+ (TV-PG),2017 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Ginormous Food,https://reelgood.com/show/ginormous-food-2017,,35.0,['Reality'],Rated: 7+ (TV-PG),2017 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
Conquering Southern China,https://reelgood.com/show/conquering-southern-china-2016,,36.0,,,2016 - Present,1 Season,Returning: Date TBA,"['Prime Video', 'Hoopla']",
Black Crows,https://reelgood.com/show/black-crows-1983,4.2,36.0,['Drama'],,1983 - Present,1 Season,Returning: Date TBA,['Netflix'],
First Responders Live,https://reelgood.com/show/first-responders-live-2019,5.8,36.0,"['Action & Adventure', 'Crime', 'Documentary', 'Reality']",,2019 - Present,1 Season,Returning: Date TBA,,Country: America
Dancougar – Super Beast Machine God,https://reelgood.com/show/dancougar-super-beast-machine-god-1985,6.8,36.0,"['Action & Adventure', 'Animation', 'Science-Fiction']",Rated: 14+ (TV-14),1985 - 1985,1 Season,Series Ended,,
Xuan Yuan Sword Luminary,https://reelgood.com/show/xuan-yuan-sword-luminary-2018,6.2,36.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2018 - Present,1 Season,Returning: Date TBA,['Crunchyroll'],Country: Japan
Strip the City,https://reelgood.com/show/strip-the-city-2012,8.5,36.0,['Documentary'],Rated: 7+ (TV-PG),2012 - Present,2 Seasons,Returning: Date TBA,,
The Bachelor Canada,https://reelgood.com/show/the-bachelor-canada-2012,5.9,36.0,['Reality'],,2012 - Present,3 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",
Murder in Amish Country,https://reelgood.com/show/murder-in-amish-country-2019,8.2,36.0,"['Crime', 'Documentary']",Rated: 14+ (TV-14),2019 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Bangkok Love Stories 2: Plead,https://reelgood.com/show/bangkok-love-stories-2-plead-2019,7.5,36.0,['Drama'],,2019 - 2019,1 Season,Series Ended,['Netflix'],
Color Splash,https://reelgood.com/show/color-splash-2007,7.1,36.0,"['Documentary', 'Home & Garden', 'Reality']",,2007 - 2020,12 Seasons,Series Ended,['Netflix'],
Omnibus,https://reelgood.com/show/omnibus-1967,7.3,36.0,['Documentary'],,2011 - 2012,38 Seasons,Series Ended,['Netflix'],Country: United Kingdom
My Generation,https://reelgood.com/show/my-generation-2010,6.1,36.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2010 - 2010,1 Season,Series Ended,,Country: America
Survive the Tribe,https://reelgood.com/show/survive-the-tribe-2014,8.1,36.0,"['Documentary', 'Reality']",Rated: 14+ (TV-14),2014 - Present,2 Seasons,Returning: Date TBA,,
The Open Mind,https://reelgood.com/show/the-open-mind-1973,8.8,36.0,,,1956 - Present,4 Seasons,Returning: Date TBA,,
White Boyz in the Hood,https://reelgood.com/show/white-boyz-in-the-hood-2006,7.3,36.0,['Comedy'],Rated: 18+ (TV-MA),2006 - 2006,1 Season,Series Ended,['Hoopla'],
Bad Blood,https://reelgood.com/show/bad-blood-2015,7.5,69.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2017 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: Canada
Bad Blood,https://reelgood.com/show/bad-blood-2015,6.4,36.0,"['Crime', 'Documentary']",Rated: 14+ (TV-14),2015 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Ex-Boyfriend,https://reelgood.com/show/exboyfriend-2011,7.0,36.0,['Drama'],,2011 - Present,1 Season,Returning: Date TBA,['Netflix'],
I Want to Work for Diddy,https://reelgood.com/show/i-want-to-work-for-diddy-2008,3.5,37.0,"['Game Show', 'Reality']",,2008 - 2010,2 Seasons,Series Ended,['Netflix'],
Love Connection,https://reelgood.com/show/love-connection-1983,,49.0,"['Game Show', 'Reality']",,2017 - Present,2 Seasons,Returning: Date TBA,['Hulu'],Country: America
Love Connection,https://reelgood.com/show/love-connection-1983,6.3,36.0,['Game Show'],Rated: All (TV-G),2011 - 2018,2 Seasons,Series Ended,,
Call 911,https://reelgood.com/show/call-911-2008,8.7,37.0,['Documentary'],,2008 - 2017,3 Seasons,Series Ended,,
How The Earth Works,https://reelgood.com/show/how-the-earth-works-2013,7.2,36.0,['Documentary'],,2013 - Present,1 Season,Returning: Date TBA,,
Ready Jet Go!,https://reelgood.com/show/ready-jet-go-2016,6.0,36.0,"['Animation', 'Children', 'Family', 'Science-Fiction']",Rated: All (TV-G),2016 - Present,2 Seasons,Returning: Date TBA,"['Prime Video', 'Hoopla']",
A Mind to Kill,https://reelgood.com/show/a-mind-to-kill-1994,6.4,36.0,"['Crime', 'Drama']",,1994 - 2002,5 Seasons,Series Ended,,Country: United Kingdom
Ultimate Warfare,https://reelgood.com/show/ultimate-warfare-2012,7.5,36.0,['Documentary'],,2012 - 2013,1 Season,Series Ended,['fuboTV'],
Jamie Kennedy's Blowin' Up,https://reelgood.com/show/jamie-kennedys-blowin-up-2006,7.8,36.0,"['Comedy', 'Documentary', 'Reality']",,2006 - 2006,1 Season,Series Ended,,Country: America
Extra Virgin,https://reelgood.com/show/extra-virgin-2011,8.1,36.0,"['Food', 'Home & Garden', 'Reality']",,2011 - Present,3 Seasons,Returning: Date TBA,,
Devil's Brigade,https://reelgood.com/show/devils-brigade-2006,7.2,36.0,['Documentary'],,2006 - Present,1 Season,Returning: Date TBA,"['Prime Video', 'Hoopla']",
None of the Above,https://reelgood.com/show/none-of-the-above-2013,7.5,36.0,"['Game Show', 'Reality']",Rated: 7+ (TV-PG),2013 - Present,1 Season,Returning: Date TBA,,
Sweet 15: Quinceañera,https://reelgood.com/show/sweet-15-quinceanera-2016,6.4,36.0,"['Documentary', 'Family']",,2016 - Present,1 Season,Returning: Date TBA,['HBO'],
Deadly Affairs,https://reelgood.com/show/deadly-affairs-2012,6.8,36.0,"['Crime', 'Documentary']",Rated: 14+ (TV-14),2012 - Present,3 Seasons,Returning: Date TBA,,
Wanna Be the Strongest in the World,https://reelgood.com/show/wanna-be-the-strongest-in-the-world-2013,5.8,36.0,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Sport']",Rated: 18+ (TV-MA),2013 - 2013,1 Season,Series Ended,['Funimation'],
Naked Science,https://reelgood.com/show/naked-science-2004,7.9,36.0,"['Action & Adventure', 'Documentary']",Rated: All (TV-G),2004 - Present,15 Seasons,Returning: Date TBA,,
Very Small Business,https://reelgood.com/show/very-small-business-2008,7.8,36.0,['Comedy'],,2008 - 2008,1 Season,Series Ended,,
Package Deal,https://reelgood.com/show/package-deal-2013,3.3,36.0,['Comedy'],,2013 - 2014,2 Seasons,Series Ended,['Hulu'],
T.I.'s Road to Redemption,https://reelgood.com/show/tis-road-to-redemption-2009,6.7,36.0,['Reality'],,2009 - 2009,1 Season,Series Ended,['BET+'],Country: America
Terrific Trucks,https://reelgood.com/show/terrific-trucks-2016,5.7,36.0,"['Animation', 'Children', 'Family']",Rated: All (TV-G),2016 - Present,3 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Cooks vs. Cons,https://reelgood.com/show/cooks-vs-cons-2016,5.2,37.0,"['Food', 'Game Show', 'Reality']",Rated: 7+ (TV-PG),2016 - Present,5 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Infini-T Force,https://reelgood.com/show/infinit-force-2017,7.1,36.0,"['Action & Adventure', 'Animation', 'Anime', 'Fantasy', 'Science-Fiction']",,2017 - 2017,1 Season,Series Ended,"['Hulu', 'fuboTV']",Country: Japan
After Hours with Daniel Boulud,https://reelgood.com/show/after-hours-with-daniel-boulud-2006,7.5,34.0,"['Documentary', 'Food']",,2006 - Present,3 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Mom P.I.,https://reelgood.com/show/mom-pi-1990,6.5,36.0,"['Comedy', 'Crime', 'Drama']",,1990 - 1992,2 Seasons,Series Ended,['Prime Video'],
The Young Turks,https://reelgood.com/show/the-young-turks-2005,5.5,36.0,['Comedy'],Rated: 14+ (TV-14),2005 - 2019,7 Seasons,Series Ended,"['Hulu', 'Prime Video']",
Endride,https://reelgood.com/show/endride-2016,6.1,36.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - Present,1 Season,Returning: Date TBA,['Funimation'],
I Am the Ambassador,https://reelgood.com/show/i-am-the-ambassador-2014,7.1,36.0,"['LGBTQ', 'Reality']",,2014 - Present,2 Seasons,Returning: Date TBA,,
Iron Chef Gauntlet,https://reelgood.com/show/iron-chef-gauntlet-2017,6.2,36.0,"['Food', 'Game Show', 'Reality']",,2017 - Present,2 Seasons,Returning: Date TBA,,
WWII in the Pacific,https://reelgood.com/show/wwii-in-the-pacific-2015,,36.0,['Documentary'],Rated: 7+ (TV-PG),2015 - 2015,1 Season,Series Ended,['Prime Video'],Country: America
When I See You Again,https://reelgood.com/show/when-i-see-you-again-2015,7.1,36.0,,,2015 - Present,1 Season,Returning: Date TBA,['Netflix'],
Engineering Disasters,https://reelgood.com/show/engineering-disasters-2015,6.9,36.0,"['Documentary', 'Reality']",,2015 - Present,1 Season,Returning: Date TBA,,
The Renovators,https://reelgood.com/show/the-renovators-2011,7.6,37.0,['Reality'],Rated: 7+ (TV-PG),2011 - 2011,1 Season,Series Ended,,
Egypt's Unexplained Files,https://reelgood.com/show/egypts-unexplained-files-2019,7.7,36.0,['Documentary'],,2019 - Present,1 Season,Returning: Date TBA,['fuboTV'],Country: America
Treehouse Detectives,https://reelgood.com/show/treehouse-detectives-2018,6.9,36.0,"['Animation', 'Children']",,2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
Stranded,https://reelgood.com/show/stranded-2013,6.2,36.0,"['Horror', 'Reality']",,2013 - 2013,1 Season,Series Ended,,Country: America
Miracle Pets,https://reelgood.com/show/miracle-pets-2001,7.5,34.0,['Documentary'],,2001 - 2002,1 Season,Series Ended,['Prime Video'],Country: America
Making Fiends,https://reelgood.com/show/making-fiends-2008,7.8,36.0,"['Animation', 'Children', 'Comedy', 'Family', 'Horror']",,2008 - 2008,1 Season,Series Ended,,
Pioneer Quest: A Year in the Real West,https://reelgood.com/show/pioneer-quest-a-year-in-the-real-west-2000,7.2,36.0,"['Documentary', 'Reality']",,2000 - 2001,1 Season,Series Ended,['Prime Video'],
Daimidaler the Sound Robot,https://reelgood.com/show/daimidaler-the-sound-robot-2014,6.2,36.0,"['Action & Adventure', 'Animation', 'Comedy', 'Science-Fiction']",Rated: 18+ (TV-MA),2014 - 2014,1 Season,Series Ended,['Funimation'],
Cold Hearted,https://reelgood.com/show/cold-hearted-2018,6.5,35.0,"['Crime', 'Documentary', 'Mystery']",Rated: 14+ (TV-14),2018 - Present,1 Season,Returning: Date TBA,['Hulu'],
Sunrise Earth,https://reelgood.com/show/sunrise-earth-2004,8.8,36.0,['Documentary'],Rated: All (TV-G),2004 - Present,5 Seasons,Returning: Date TBA,,
"Wiggle, Wiggle, Wiggle",https://reelgood.com/show/wiggle-wiggle-wiggle-2017,6.4,37.0,"['Children', 'Family']",Rated: All (TV-G),2018 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Immortal Egypt,https://reelgood.com/show/immortal-egypt-2016,8.0,36.0,['Documentary'],,2016 - 2016,1 Season,Series Ended,['Prime Video'],
Gordon the Garden Gnome,https://reelgood.com/show/gordon-the-garden-gnome-2005,7.2,36.0,"['Animation', 'Children', 'Family']",Rated: All (TV-G),2005 - 2006,1 Season,Series Ended,['Prime Video'],
Tate,https://reelgood.com/show/tate-1960,7.6,36.0,,,1960 - 1960,1 Season,Series Ended,['Prime Video'],
Cocaine,https://reelgood.com/show/cocaine-2005,7.0,36.0,['Documentary'],,2005 - 2005,1 Season,Series Ended,['Netflix'],
Grey's Anatomy: B-Team,https://reelgood.com/show/greys-anatomy-bteam-2018,,36.0,['Drama'],,2018 - Present,1 Season,Returning: Date TBA,['Hulu'],
Cutting It,https://reelgood.com/show/cutting-it-2002,7.3,36.0,['Drama'],,2002 - 2005,4 Seasons,Series Ended,,
Henry and Anne: The Lovers Who Changed History,https://reelgood.com/show/henry-and-anne-the-lovers-who-changed-history-2014,7.4,36.0,"['Documentary', 'Drama']",,2014 - 2014,1 Season,Series Ended,['Hoopla'],Country: United Kingdom
Walk the Prank,https://reelgood.com/show/walk-the-prank-2016,3.9,36.0,"['Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),2016 - Present,4 Seasons,Returning: Date TBA,['Hoopla'],Country: America
Tornado Hunters,https://reelgood.com/show/tornado-hunters-2014,5.6,36.0,['Documentary'],,2014 - Present,1 Season,Returning: Date TBA,['Hoopla'],
The Truth Behind,https://reelgood.com/show/the-truth-behind-2011,6.0,36.0,"['Documentary', 'Mystery']",,2011 - 2010,2 Seasons,Series Ended,['Hoopla'],
Back in the Game,https://reelgood.com/show/back-in-the-game-2018,6.4,49.0,"['Comedy', 'Family']",Rated: 7+ (TV-PG),2013 - 2014,1 Season,Series Ended,,Country: America
Back in the Game,https://reelgood.com/show/back-in-the-game-2018,7.5,36.0,,,2018 - Present,1 Season,Returning: Date TBA,,
4th and Forever: Muck City,https://reelgood.com/show/4th-and-forever-muck-city-2020,6.9,35.0,"['Documentary', 'Drama', 'Sport']",,2020 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Iron Ladies,https://reelgood.com/show/iron-ladies-2018,6.0,36.0,['Drama'],,2018 - 2018,1 Season,Series Ended,['Netflix'],
Wreck Trek,https://reelgood.com/show/wreck-trek-2013,4.8,36.0,['Reality'],,2013 - 2013,1 Season,Series Ended,['Netflix'],
Meet the Romans with Mary Beard,https://reelgood.com/show/meet-the-romans-with-mary-beard-2012,7.9,36.0,['Documentary'],,2012 - 2012,1 Season,Series Ended,['Prime Video'],Country: United Kingdom
Mugshots,https://reelgood.com/show/mugshots-2001,6.9,35.0,"['Crime', 'Documentary', 'Mystery']",Rated: 14+ (TV-14),2001 - 2006,2 Seasons,Series Ended,['Prime Video'],
True: Terrific Tales,https://reelgood.com/show/true-terrific-tales-2020,4.6,36.0,"['Animation', 'Children', 'Family']",,2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
Xploration DIY Sci,https://reelgood.com/show/xploration-diy-sci-2016,8.8,36.0,['Family'],Rated: All (TV-G),2016 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],
The Dunk King,https://reelgood.com/show/the-dunk-king-2016,7.5,36.0,"['Game Show', 'Reality', 'Sport']",,2016 - Present,2 Seasons,Returning: Date TBA,['Prime Video'],Country: America
Hardcore Pawn: Chicago,https://reelgood.com/show/hardcore-pawn-chicago-2013,4.0,36.0,['Reality'],Rated: 14+ (TV-14),2013 - Present,1 Season,Returning: Date TBA,,
Earth's Natural Wonders,https://reelgood.com/show/earths-natural-wonders-2015,7.6,35.0,['Documentary'],,2015 - 2018,2 Seasons,Series Ended,,
World War Blue,https://reelgood.com/show/world-war-blue-2012,5.4,36.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2012 - Present,1 Season,Returning: Date TBA,['Hoopla'],
Kevin Spencer,https://reelgood.com/show/kevin-spencer-1999,6.6,35.0,"['Animation', 'Comedy']",,1999 - 2005,8 Seasons,Series Ended,['Hoopla'],
Tamayura: Hitotose,https://reelgood.com/show/tamayura-hitotose-2011,6.5,37.0,"['Animation', 'Comedy', 'Drama']",Rated: All (TV-G),2011 - 2013,2 Seasons,Series Ended,['Funimation'],
Africa Salaryman,https://reelgood.com/show/africa-salaryman-2019,6.2,35.0,"['Animation', 'Comedy']",,2019 - 2019,1 Season,Series Ended,['Funimation'],
Down and Dirty with Jim Norton,https://reelgood.com/show/down-and-dirty-with-jim-norton-2008,7.3,35.0,['Comedy'],Rated: 18+ (TV-MA),2008 - 2008,1 Season,Series Ended,"['HBO', 'HBO MAX']",
The Crimean War,https://reelgood.com/show/the-crimean-war-2018,7.7,35.0,['Documentary'],,2018 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Diagnosis: Unknown,https://reelgood.com/show/diagnosis-unknown-2002,8.6,35.0,"['Crime', 'Drama']",,2002 - Present,2 Seasons,Returning: Date TBA,['Prime Video'],
Coast Guard Florida,https://reelgood.com/show/coast-guard-florida-2012,8.6,35.0,"['Documentary', 'Reality']",Rated: All (TV-G),2012 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Take the Money and Run,https://reelgood.com/show/take-the-money-and-run-2011,6.1,35.0,"['Game Show', 'Reality']",Rated: 7+ (TV-PG),2011 - 2011,1 Season,Series Ended,,
Shadow of Doubt,https://reelgood.com/show/shadow-of-doubt-2016,7.3,34.0,"['Crime', 'Documentary']",,2016 - Present,2 Seasons,Returning: Date TBA,,
Solty Rei,https://reelgood.com/show/solty-rei-2005,7.3,35.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2005 - 2006,1 Season,Series Ended,['Funimation'],Country: Japan
Spin the Wheel,https://reelgood.com/show/spin-the-wheel-2019,4.8,35.0,['Game Show'],,2019 - Present,1 Season,Returning: Date TBA,"['Hulu', 'fuboTV']",
Eat-Man '98,https://reelgood.com/show/eatman-98-1998,6.6,35.0,"['Animation', 'Science-Fiction']",,1998 - 1998,1 Season,Series Ended,"['Hulu', 'fuboTV']",
The Tube: Going Underground,https://reelgood.com/show/the-tube-going-underground-2016,8.2,35.0,['Documentary'],,2016 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Why? With Hannibal Buress,https://reelgood.com/show/why-with-hannibal-buress-2015,5.2,34.0,['Comedy'],Rated: 14+ (TV-14),2015 - 2015,1 Season,Series Ended,['BET+'],
Stunt Science,https://reelgood.com/show/stunt-science-2018,4.7,35.0,"['Action & Adventure', 'Documentary', 'Sport']",Rated: 18+ (TV-MA),2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Trail of Tears,https://reelgood.com/show/trail-of-tears-1999,8.3,35.0,['Documentary'],Rated: All (TV-G),1999 - 2008,1 Season,Series Ended,['Prime Video'],
Sex Decoy: Love Stings,https://reelgood.com/show/sex-decoy-love-stings-2009,6.1,35.0,,,2009 - Present,1 Season,Returning: Date TBA,,
Little Life on the Prairie,https://reelgood.com/show/little-life-on-the-prairie-2018,8.5,35.0,"['Family', 'Reality']",,2018 - Present,1 Season,Returning: Date TBA,,
Gotthard,https://reelgood.com/show/gotthard-2016,6.5,35.0,['Drama'],,2016 - 2016,1 Season,Series Ended,['Prime Video'],
Obsessed,https://reelgood.com/show/obsessed-2009,6.8,38.0,"['Documentary', 'Reality']",,2009 - 2010,2 Seasons,Series Ended,,
Prank My Mom,https://reelgood.com/show/prank-my-mom-2011,7.9,34.0,['Reality'],,2012 - 2012,1 Season,Series Ended,,
Home Free,https://reelgood.com/show/home-free-2015,7.0,35.0,"['Game Show', 'Reality']",Rated: All (TV-G),2015 - Present,2 Seasons,Returning: Date TBA,['Hulu'],
